news,price,date
腾讯2021年业绩增速创十年来新低,112.96,2014-6-11
腾讯连续两季净利负增长 刘炽平回应“裁员说”：今年人员会增长,112.18,2014-6-12
净利增速1%！游戏业务承压 成本优化 腾讯财报透露啥信息,112.67,2014-6-13
腾讯“向实”：产业互联网转型初见成效,113.15,2014-6-16
中金公司维持腾讯控股中性评级 目标价513港元,112.18,2014-6-17
港股公告精选｜腾讯21年净利同比增41%；小米拟股份激励授出1.749亿股股份,112.77,2014-6-18
腾讯2021财报：金融科技及企业服务收入1722亿元同比增长34%,112.38,2014-6-19
腾讯连续两季净利负增长 首度回应裁员传闻,112.38,2014-6-20
中信证券维持腾讯控股买入评级 目标价526港元,110.82,2014-6-23
招银国际维持腾讯控股买入评级 目标价550港元,111.5,2014-6-24
腾讯变了：去年净利增幅1% Q4To B收入首超游戏成最大营收来源,111.7,2014-6-25
腾讯去年全年营收5601.2亿元,114.9,2014-6-26
马化腾：腾讯如何“过冬”？要把子弹用在关键战役上,114.9,2014-6-27
腾讯离开舒适区：云和视频降本增效 不再依赖游戏“躺赢”,114.71,2014-6-30
否认跟随阿里启动股票回购？腾讯称业绩会上未回应相关问题,119.17,2014-7-2
针对投资、游戏、金融监管、裁员等问题 马化腾等腾讯高层做了这些回应,121.01,2014-7-3
腾讯数实经济收入首超游戏 迎近十年来净利增幅最低一年,121.4,2014-7-4
卖掉京东赚近800亿后 腾讯依然持有近万亿市值股票,121.69,2014-7-7
数字经济营收首超游戏 腾讯切换新旧引擎,121.6,2014-7-8
一图概览｜腾讯绩后大跌 大行怎么看？目标价有何调整？,117.62,2014-7-9
腾讯公布业绩后股价受压 专家指成长潜力大,118.59,2014-7-10
腾讯控股公布2021年财报 金融科技及企业服务业务收入同比增长34%,118.01,2014-7-11
未成年用户保护工作成效显著 腾讯发力国际游戏市场,119.17,2014-7-14
国金证券维持腾讯控股买入评级,120.14,2014-7-15
腾讯财报解读：核心业务持续承压  企业服务盈利能力有待提升,120.63,2014-7-16
腾讯发布2021年财报：To B成最大收入来源 加大全链路自研,119.85,2014-7-17
创十年增幅最低！马化腾说腾讯业绩像自己的腰一样：不那么突出了 甚至还少了一块儿,119.27,2014-7-18
游戏增速放缓 腾讯发力视频号,117.91,2014-7-21
腾讯控股：授出合共约726.2万份购股权，行使价每股384.08港元,120.43,2014-7-22
华金证券维持腾讯控股增持评级,120.63,2014-7-23
西南证券维持腾讯控股买入评级,120.82,2014-7-24
腾讯短视频业务异军突起 2021年视频号总播放量同比增超一倍,121.21,2014-7-25
“腰部”好 中国互联网才能好,125.09,2014-7-28
东方财富证券维持腾讯控股增持评级,126.55,2014-7-29
东吴证券维持腾讯控股买入评级,124.7,2014-7-30
招商证券(香港)维持腾讯控股买入评级 目标价555港元,124.61,2014-7-31
光大证券维持腾讯控股买入评级 目标价529港元,124.41,2014-8-1
国海证券维持腾讯控股买入评级 目标价577港元,125.38,2014-8-4
招商证券(香港)维持腾讯控股买入评级 目标价555港元,129.55,2014-8-5
腾讯游戏2021年第四季度本土市场收入环比下降12%  未成年人用户流水和时长同比大降,128.97,2014-8-6
腾讯切换引擎 2021年第四季度“数实经济”收入首超游戏,124.51,2014-8-7
国泰君安维持腾讯控股增持评级,125.96,2014-8-8
华创证券维持腾讯控股推荐评级 目标价481港元,128.39,2014-8-11
西部证券维持腾讯控股买入评级,129.36,2014-8-12
B站回应搜索故障：已紧急修复完毕,129.26,2014-8-13
安信证券维持腾讯控股买入评级 目标价552港元,126.25,2014-8-14
国信证券维持腾讯控股买入评级 目标价525~588港元,126.45,2014-8-15
广发证券维持腾讯控股买入评级 目标价585.38港元,124.99,2014-8-18
第一上海证券维持腾讯控股买入评级 目标价560港元,125.96,2014-8-19
德邦证券维持腾讯控股买入评级,128.0,2014-8-20
腾讯控股今日回购83.8万股 耗资约3亿港元,126.84,2014-8-21
腾讯控股：今日耗资3亿港元回购83.8万股股票,126.84,2014-8-22
东兴证券维持腾讯控股强烈推荐评级,125.96,2014-8-25
国泰君安证券(香港)维持腾讯控股增持评级 目标价505港元,125.58,2014-8-26
腾讯控股完成向合资格股东分派京东集团A类普通股,124.61,2014-8-27
腾讯出手了！耗资3亿港元回购 互联网巨头接连加码回购 能否提振信心？,124.02,2014-8-28
一图概览 | 股价要见底了？腾讯今年以来回购达12次 耗资近25亿港元,122.76,2014-8-29
公有云市场份额11%，企业服务能否成为腾讯新引擎？,122.86,2014-9-1
腾讯大文娱“失速”,121.99,2014-9-2
传腾讯、育碧正联合开发新游戏 将于2023年上线,125.48,2014-9-3
开源证券维持腾讯控股买入评级,125.58,2014-9-4
海通证券维持腾讯控股优于大市评级 目标价526.37~603.28港元,124.51,2014-9-5
腾讯入股逐风科技公司,122.37,2014-9-8
国海证券维持腾讯控股买入评级,118.39,2014-9-10
腾讯控股：斥资逾3亿港元回购81.8万股股份,118.59,2014-9-11
一图概览 | 股价见底了吗？腾讯今年以来回购达13次 耗资近28亿港元,119.27,2014-9-12
浙商证券维持腾讯控股买入评级,119.75,2014-9-15
网友反馈电脑版微信登不上 腾讯回应：系统升级 服务已恢复,117.42,2014-9-16
安徽ETC停止提供微信支付服务 因手续费不断上涨,120.34,2014-9-17
腾讯又“抄底”腾讯了！大厂“护盘”是否意味估值已到底部？,119.27,2014-9-18
安徽ETC停止微信支付？真相来了：没有“拉黑” 车主仍可正常使用,121.5,2014-9-19
腾讯增资影视制作公司七印象,117.52,2014-9-22
招商证券维持腾讯控股强烈推荐评级,115.39,2014-9-23
微信支付回应：安徽暂停储值卡ETC微信支付 记账卡与扫码付不受影响,115.0,2014-9-24
微信电脑版今早崩了？网友反映无法登录 腾讯回应,114.42,2014-9-25
野村东方国际证券维持腾讯控股增持评级 目标价500港元,113.06,2014-9-26
中泰国际证券给予腾讯控股增持评级 目标价424港元,112.18,2014-9-29
腾讯发布《数实共生·2022金融科技十大趋势展望》报告：分布式云、低代码等技术将助力金融科技创新,112.09,2014-9-30
腾讯发布金融科技十大趋势：全真互联将助力金融普惠,112.57,2014-10-3
突发！这一省ETC取消微信支付？紧急回应来了,116.16,2014-10-6
一图概览｜腾讯、小米继续“抄底”自家股票！投资者可以上车了吗？,116.07,2014-10-7
腾讯微信回应：对炒作、二次售卖数字藏品的公众号及小程序进行规范化整治,115.0,2014-10-8
腾讯控股今日回购78万股 耗资约3亿港元,114.42,2014-10-9
拆解“新”腾讯：游戏业务承压 新增长引擎在哪里？,112.28,2014-10-10
微信：扫码点餐强制关注公众号整改已完成95%,111.02,2014-10-13
腾讯云计算于厦门成立新公司,110.05,2014-10-14
2021年全球金融科技投资总额达2100亿美元 腾讯发布报告预测未来十大趋势,111.02,2014-10-15
微信：扫码点餐强制关注公众号整改已经完成95%,109.66,2014-10-16
腾讯控股今日3亿港元回购79.9万股 已连续五次回购,109.37,2014-10-17
腾讯、爱奇艺削减成本后 影视上市公司何往？,110.92,2014-10-20
东吴证券国际经纪维持腾讯控股买入评级,111.99,2014-10-21
腾讯控股今日回购80.7万股 耗资约3亿港元,115.77,2014-10-22
首季回购金额超百亿港元 港股中线价值凸显,116.07,2014-10-23
同比激增262%！港股一季度超百亿港元回购 腾讯占三成,115.97,2014-10-24
腾讯获游戏人物暴露服饰检测专利授权 可提高检测效率,114.61,2014-10-27
腾讯控股今日回购77.5万股 耗资约3亿港元,116.55,2014-10-28
港股早知道｜腾讯控股昨日回购3亿港元股份 花旗斥资5.7亿港元增持中石化,118.1,2014-10-29
微信重磅官宣！事关“数字人民币”,118.3,2014-10-30
腾讯控股4月6日斥资逾3亿港元回购78.5万股,119.95,2014-10-31
数字人民币试点再扩围 微信支付扩大试点35城支持,120.14,2014-11-3
又来两家？腾讯今日斥资逾3亿港元回购 小米也拿出约2亿港币买自家股票,119.07,2014-11-4
微信支持听文字消息,120.34,2014-11-5
微信关怀模式支持“听文字消息”,119.95,2014-11-6
腾讯退出拍卖平台微拍堂,119.46,2014-11-7
微信推出“听文字消息”功能,121.99,2014-11-10
企鹅电竞宣布退市：将于今年6月7日23时59分终止运营,123.83,2014-11-11
腾讯旗下企鹅电竞宣布6月7日终止运营,125.38,2014-11-12
企鹅电竞宣布退市：6月7日终止运营,125.67,2014-11-13
腾讯旗下企鹅电竞宣布退市 6月7日终止运营,128.0,2014-11-14
腾讯游戏直播产品企鹅电竞宣布退市 6月7日终止运营,125.28,2014-11-17
腾讯旗下直播平台企鹅电竞宣布退市：已运营6年 6月7日终止运营,122.08,2014-11-18
微信又添新功能！网友：这次还真的挺实用,120.72,2014-11-19
腾讯控股今日回购79.4万股 耗资约3亿港元,121.99,2014-11-20
腾讯控股于4月7日斥资逾3亿港元回购公司股份,120.53,2014-11-21
腾讯旗下企鹅电竞宣布停运 电竞行业或已进入瓶颈期,121.79,2014-11-24
腾讯旗下又一产品停运！含着“金钥匙”出生 却难逃关停命运,121.01,2014-11-25
企鹅电竞宣布停运 游戏直播赛道再难挤入新“玩家”？,121.99,2014-11-26
背靠腾讯的企鹅电竞仍难逃退场 游戏直播赛道路在何方？,121.4,2014-11-27
又一家！腾讯旗下企鹅电竞宣布退市 6月7日终止运营 游戏直播行业增长放缓,120.34,2014-11-28
腾讯投资快充动力电池研发商巨湾技研,116.74,2014-12-1
降幅超24%！腾讯马化腾去年年薪4414万 刘炽平3.2亿元,116.07,2014-12-2
腾讯超声波掌部生物信息识别专利获授权,114.22,2014-12-3
腾讯两高管去年降薪，马化腾降幅约25%,114.71,2014-12-4
中信证券维持腾讯控股买入评级 目标价526港元,115.39,2014-12-5
【原创】腾讯两高管去年降薪 马化腾降幅约25%,115.09,2014-12-8
腾讯控股：今日斥资逾3亿港元回购81.5万股,112.38,2014-12-9
腾讯今日继续回购81.5万股,112.09,2014-12-10
腾讯投资巨湾技研 后者为快充动力电池研发商,110.05,2014-12-11
助企惠民补贴 微信申领到账,110.34,2014-12-12
时隔一年腾讯视频会员再涨价 涨幅5至20元不等,108.59,2014-12-15
新动向！南向资金抛弃腾讯 却盯上了这只股 什么情况？马化腾、刘炽平去年降薪25%,104.81,2014-12-16
影响上亿会员！腾讯视频宣布：涨价,102.19,2014-12-17
腾讯视频将于4月20日上调VIP会员价格 涨幅最高达25%,108.59,2014-12-18
最高涨幅25% 腾讯视频提价的无奈,112.28,2014-12-19
涨价能救腾讯视频吗？爱优腾10年烧光1000亿 仅芒果1家盈利怎么破,109.66,2014-12-22
腾讯智慧零售T+品牌私域价值榜重磅首发,109.47,2014-12-23
腾讯控股斥资逾3亿港元回购84万股,109.37,2014-12-24
解读丨时隔8个月 版号重新发放对游戏行业意味着什么？,110.05,2014-12-29
港股腾讯控股涨超5%,109.95,2014-12-30
微信可以养宠物？这个功能被玩坏了,109.18,2014-12-31
国金证券维持腾讯控股买入评级,109.47,2015-1-2
腾讯控股斥资逾3亿港元回购82.1万股,110.15,2015-1-5
腾讯控股今日回购82.1万股 耗资约3亿港元,116.45,2015-1-6
腾讯控股于4月13日斥资逾3亿港元回购公司股份,120.72,2015-1-7
腾讯控股斥资逾3亿港元回购80.4万股,123.54,2015-1-8
微信称刷单属违法行为 已处理7万余组织参与刷单帐号,123.44,2015-1-9
连续12天 腾讯控股大回购,123.34,2015-1-12
腾讯出资 农业农村部主导 启动“耕耘者”振兴计划,124.02,2015-1-13
腾讯网游加速器将停止外服游戏加速,122.28,2015-1-14
腾讯投资海外医疗咨询与服务商盛诺一家,123.15,2015-1-15
腾讯网游加速器5月31日起将停止对外服游戏加速,118.3,2015-1-16
突发！腾讯宣布：停止！网友炸了,124.0,2015-1-17
腾讯控股于4月14日斥资逾3亿港元回购79.9万股,119.36,2015-1-19
腾讯控股：今日斥资3亿港元回购79.9万股股份,120.43,2015-1-20
腾讯控股斥资逾3亿港元回购79.9万股,124.9,2015-1-21
腾讯控股今日回购79.9万股股份 耗资约3亿港元,127.71,2015-1-22
腾讯突然宣布：停止！已开放退款通道,128.78,2015-1-23
中信证券维持腾讯控股买入评级 目标价526港元,132.95,2015-1-26
今年以来超165亿港元 港股回购大提速！腾讯、小米等4家公司回购金额超10亿港元,131.98,2015-1-27
腾讯云4338万中标广州市中小学人工智能教育普及项目,132.85,2015-1-28
国信证券维持腾讯控股买入评级 目标价525~588港元,130.62,2015-1-29
腾讯视频会员又涨价了！涨幅5元至20元不等,128.1,2015-1-30
方正证券维持腾讯控股推荐评级,131.79,2015-2-2
中信证券维持腾讯控股买入评级 目标价526港元,131.11,2015-2-3
朋友圈十岁了 微信低调庆祝 社交战场依然腥风血雨,129.94,2015-2-4
拿到版号的游戏就是“精品”吗？近三分之一公司官网打不开或业务已变更,131.2,2015-2-5
微信一个功能冲上热搜第一！网友：真没想到时间这么快,130.23,2015-2-6
“冒充老干妈员工诈骗腾讯”案二审维持原判：主犯被判12年,128.68,2015-2-9
爷青结！运营17年后 腾讯《QQ堂》正式停服,129.07,2015-2-10
腾讯视频涨价！VIP连续包年涨价20元 网友吐槽：一堆注水剧！没几个能看的还涨价,127.71,2015-2-11
“爷青结”！腾讯宣布：今日停服！,125.77,2015-2-12
又双叒涨价！长视频平台“涨声”不断 腾讯视频会员费上调正式生效,126.35,2015-2-13
字节旗下西瓜视频诉腾讯侵权 索赔800万元,126.64,2015-2-16
腾讯王者荣耀海报被指涉嫌抄袭 网易旗下手游隔空喊话 相关公司火速回应,126.93,2015-2-17
国海证券维持腾讯控股买入评级 目标价551港元,126.06,2015-2-18
什么信号？段永平再度抄底腾讯！多位明星基金经理重仓港股互联网龙头,130.82,2015-2-23
段永平又出手！刚刚“抄底”3万亿腾讯,131.11,2015-2-24
越跌越买！段永平再次加仓腾讯 底部来了？腾讯今年已回购64亿 规模超去年全年,131.79,2015-2-25
让外地看不到上海朋友圈？微信回应,131.59,2015-2-26
逆境中，这些明星公司估值极具吸引力！券商：把握中概互联网5大投资主线！(附股),131.88,2015-2-27
微信处理超15万篇侵权公众号文章、清除2万余条视频号侵权内容,132.66,2015-3-2
